,loss
0,0.32157057523727417
1,0.32157057523727417
2,0.32157057523727417
3,0.32157057523727417
4,0.32157057523727417
5,0.32157057523727417
6,0.32157057523727417
7,0.32157057523727417
8,0.32157057523727417
9,0.32157057523727417
10,0.32157057523727417
11,0.32157057523727417
12,0.32157057523727417
13,0.32157057523727417
14,0.32157057523727417
15,0.32157057523727417
16,0.32157057523727417
17,0.32157057523727417
18,0.32157057523727417
19,0.32157057523727417
20,0.32157057523727417
21,0.32157057523727417
22,0.32157057523727417
23,0.32157057523727417
24,0.32157057523727417
25,0.32157057523727417
26,0.32157057523727417
27,0.32157057523727417
28,0.32157057523727417
29,0.32157057523727417
30,0.32157057523727417
31,0.32157057523727417
32,0.32157057523727417
33,0.32157057523727417
34,0.32157057523727417
35,0.32157057523727417
36,0.32157057523727417
37,0.32157057523727417
38,0.32157057523727417
39,0.32157057523727417
40,0.32157057523727417
41,0.32157057523727417
42,0.32157057523727417
43,0.32157057523727417
44,0.32157057523727417
45,0.32157057523727417
46,0.32157057523727417
47,0.32157057523727417
48,0.32157057523727417
49,0.32157057523727417
50,0.32157057523727417
51,0.32157057523727417
52,0.32157057523727417
53,0.32157057523727417
54,0.32157057523727417
55,0.32157057523727417
56,0.32157057523727417
57,0.32157057523727417
58,0.32157057523727417
59,0.32157057523727417
60,0.32157057523727417
61,0.32157057523727417
62,0.32157057523727417
63,0.32157057523727417
64,0.32157057523727417
65,0.32157057523727417
66,0.32157057523727417
67,0.32157057523727417
68,0.32157057523727417
69,0.32157057523727417
70,0.32157057523727417
71,0.32157057523727417
72,0.32157057523727417
73,0.32157057523727417
74,0.32157057523727417
75,0.32157057523727417
76,0.32157057523727417
77,0.32157057523727417
78,0.32157057523727417
79,0.32157057523727417
80,0.32157057523727417
81,0.32157057523727417
82,0.32157057523727417
83,0.32157057523727417
84,0.32157057523727417
85,0.32157057523727417
86,0.32157057523727417
87,0.32157057523727417
88,0.32157057523727417
89,0.32157057523727417
90,0.32157057523727417
91,0.32157057523727417
92,0.32157057523727417
93,0.32157057523727417
94,0.32157057523727417
95,0.32157057523727417
96,0.32157057523727417
97,0.32157057523727417
98,0.32157057523727417
99,0.32157057523727417
100,0.32157057523727417
101,0.32157057523727417
102,0.32157057523727417
103,0.32157057523727417
104,0.32157057523727417
105,0.32157057523727417
106,0.32157057523727417
107,0.32157057523727417
108,0.32157057523727417
109,0.32157057523727417
110,0.32157057523727417
111,0.32157057523727417
112,0.32157057523727417
113,0.32157057523727417
114,0.32157057523727417
115,0.32157057523727417
116,0.32157057523727417
117,0.32157057523727417
118,0.32157057523727417
119,0.32157057523727417
120,0.32157057523727417
121,0.32157057523727417
122,0.32157057523727417
123,0.32157057523727417
124,0.32157057523727417
125,0.32157057523727417
126,0.32157057523727417
127,0.32157057523727417
128,0.32157057523727417
129,0.32157057523727417
130,0.32157057523727417
131,0.32157057523727417
132,0.32157057523727417
133,0.32157057523727417
134,0.32157057523727417
135,0.32157057523727417
136,0.32157057523727417
137,0.32157057523727417
138,0.32157057523727417
139,0.32157057523727417
140,0.32157057523727417
141,0.32157057523727417
142,0.32157057523727417
143,0.32157057523727417
144,0.32157057523727417
145,0.32157057523727417
146,0.32157057523727417
147,0.32157057523727417
148,0.32157057523727417
149,0.32157057523727417
150,0.32157057523727417
151,0.32157057523727417
152,0.32157057523727417
153,0.32157057523727417
154,0.32157057523727417
155,0.32157057523727417
156,0.32157057523727417
157,0.32157057523727417
158,0.32157057523727417
159,0.32157057523727417
160,0.32157057523727417
161,0.32157057523727417
162,0.32157057523727417
163,0.32157057523727417
164,0.32157057523727417
165,0.32157057523727417
166,0.32157057523727417
167,0.32157057523727417
168,0.32157057523727417
169,0.32157057523727417
170,0.32157057523727417
171,0.32157057523727417
172,0.32157057523727417
173,0.32157057523727417
174,0.32157057523727417
175,0.32157057523727417
176,0.32157057523727417
177,0.32157057523727417
178,0.32157057523727417
179,0.32157057523727417
180,0.32157057523727417
181,0.32157057523727417
182,0.32157057523727417
183,0.32157057523727417
184,0.32157057523727417
185,0.32157057523727417
186,0.32157057523727417
187,0.32157057523727417
188,0.32157057523727417
189,0.32157057523727417
190,0.32157057523727417
191,0.32157057523727417
192,0.32157057523727417
193,0.32157057523727417
194,0.32157057523727417
195,0.32157057523727417
196,0.32157057523727417
197,0.32157057523727417
198,0.32157057523727417
199,0.32157057523727417
