,loss
557,8.326828719873447e-06
558,9.106781362788752e-06
559,9.749861419550143e-06
560,1.0027076314145233e-05
561,1.005404737952631e-05
562,9.909151231113356e-06
563,9.438075721845962e-06
564,1.0440914593345951e-05
565,1.689370401436463e-05
566,2.2818810975877568e-05
567,1.4023265975993127e-05
568,8.856336535245646e-06
569,7.629746505699586e-06
570,7.479736268578563e-06
571,7.398362413368886e-06
572,7.57405314288917e-06
573,8.073756362136919e-06
574,8.690507456776686e-06
575,9.843310181167908e-06
576,1.6523077647434548e-05
577,2.4501639927621e-05
578,1.2713656360574532e-05
579,7.4208473961334676e-06
580,6.822083832958015e-06
581,7.981041562743485e-06
582,1.094426988856867e-05
583,1.4372324585565366e-05
584,1.423580943082925e-05
585,1.3958850104245357e-05
586,1.3467669305100571e-05
587,1.0480853234184906e-05
588,7.847985216358211e-06
589,6.709191438858397e-06
590,6.538558409374673e-06
591,7.1310346356767695e-06
592,8.644025001558475e-06
593,1.075278123607859e-05
594,1.335146589553915e-05
595,1.9489385522319935e-05
596,1.9315830286359414e-05
597,1.1407752936065663e-05
598,7.70253154769307e-06
599,6.43334760752623e-06
600,6.761094027751824e-06
601,8.653921213408466e-06
602,1.1642117897281423e-05
603,1.2677183804044034e-05
604,1.0450955414853524e-05
605,9.521387255517766e-06
606,9.906406376103405e-06
607,8.96882193046622e-06
608,8.469003660138696e-06
609,1.2525343663583044e-05
610,1.8801225451170467e-05
611,1.6197993318201043e-05
612,1.1558225196495187e-05
613,9.871710972220171e-06
614,1.0838957678060979e-05
615,1.2099952073185705e-05
616,1.1666465070447885e-05
617,1.0231672604277264e-05
618,9.098394002649002e-06
619,8.564189556636848e-06
620,8.53354958962882e-06
621,8.862779395713005e-06
622,9.292162758356426e-06
623,9.487991519563366e-06
624,9.281482562073506e-06
625,8.689110472914763e-06
626,7.945764991745818e-06
627,7.426484899042407e-06
628,7.745399670966435e-06
629,1.0654371180862654e-05
630,1.771289316820912e-05
631,1.9301769498270005e-05
632,1.1572706171136815e-05
633,7.389005986624397e-06
634,7.430030564137269e-06
635,7.82619827077724e-06
636,7.871749403420836e-06
637,7.751663360977545e-06
638,7.628209004906239e-06
639,7.607564384670695e-06
640,7.778985491313506e-06
641,8.645948582852725e-06
642,1.1994834494544193e-05
643,1.8213297153124586e-05
644,2.144736390619073e-05
645,1.2345936738711316e-05
646,8.314013030030765e-06
647,7.09232972440077e-06
648,6.871392088214634e-06
649,7.3863657235051505e-06
650,9.027381565829273e-06
651,1.256411815120373e-05
652,1.49371953739319e-05
653,1.1876898497575894e-05
654,8.744727892917581e-06
655,8.15435305412393e-06
656,8.422094651905354e-06
657,8.639109182695393e-06
658,8.982833605841734e-06
659,1.129556585510727e-05
660,1.7014450349961407e-05
661,1.8395376173430122e-05
662,1.1354680282238405e-05
663,9.345129001303576e-06
664,1.0439289326313883e-05
665,1.157641781901475e-05
666,1.1532139069458935e-05
667,1.0583964467514306e-05
668,9.811858944885898e-06
669,9.603194484952837e-06
670,9.792308446776588e-06
671,1.0169696906814352e-05
672,1.0587681572360452e-05
673,1.0887934877246153e-05
674,1.0859022040676791e-05
675,1.0525184734433424e-05
676,1.0263968761137221e-05
677,1.0285752068739384e-05
678,1.0500883036002051e-05
679,1.0763919817691203e-05
680,1.1065159924328327e-05
681,1.2325778698141221e-05
682,1.9753524611587636e-05
683,1.5496352716581896e-05
684,1.428387167834444e-05
685,1.30882253870368e-05
686,1.5090929082361981e-05
687,1.9593087927205488e-05
688,2.2171314412844367e-05
689,2.0731240510940552e-05
690,1.7582073269295506e-05
691,1.697301195235923e-05
692,1.8054412066703662e-05
693,1.9328275811858475e-05
694,2.000886161113158e-05
695,1.963570866791997e-05
696,1.8583266864879988e-05
697,1.7398473573848605e-05
698,1.6165782653843053e-05
699,1.4957517123548314e-05
700,1.398624044668395e-05
701,1.3528866475098766e-05
702,1.3528649105865043e-05
703,1.294157664233353e-05
704,1.2341048204689287e-05
705,1.2624999726540409e-05
706,1.2920150766149163e-05
707,1.2654169950110372e-05
708,1.1743670256691985e-05
709,1.054684162227204e-05
710,9.491188393440098e-06
711,8.942625754571054e-06
712,9.445676369068678e-06
713,1.1667818398564123e-05
714,1.4835302863502875e-05
715,1.5251516742864624e-05
716,1.2900114597869106e-05
717,1.1406640624045394e-05
718,1.0311500773241278e-05
719,8.789574167167302e-06
720,7.4853469413938e-06
721,7.038245712465141e-06
722,7.183306024671765e-06
723,7.84139319875976e-06
724,9.009181667352095e-06
725,1.0469188964634668e-05
726,1.1412494131946005e-05
727,1.1060458746214863e-05
728,1.0108233254868537e-05
729,9.521651918475982e-06
730,8.96035271580331e-06
731,1.00933375506429e-05
732,1.3288410627865233e-05
733,1.3021058293816168e-05
734,9.419291927770246e-06
735,6.8859935709042475e-06
736,5.975792191748042e-06
737,5.899070401937934e-06
738,5.9168064581172075e-06
739,6.035278602212202e-06
740,6.406314696505433e-06
741,7.314848062378587e-06
742,8.817344678391237e-06
743,1.1446041753515601e-05
744,1.8560554963187315e-05
745,1.762239662639331e-05
746,1.3785605915472843e-05
747,1.0217479029961396e-05
748,6.576796295121312e-06
749,6.6704110395221505e-06
750,7.103416919562733e-06
751,7.144457413232885e-06
752,6.821921942901099e-06
753,6.542123173858272e-06
754,6.588941687368788e-06
755,6.914101959409891e-06
756,7.140890375012532e-06
757,7.497993465221953e-06
758,1.2290893209865317e-05
759,2.51416986429831e-05
760,1.8337410438107327e-05
761,7.988510333234444e-06
762,5.568539108935511e-06
763,5.557167241931893e-06
764,5.894824425922707e-06
765,6.0441434470703825e-06
766,6.371945346472785e-06
767,6.669064532616176e-06
768,6.9004645411041565e-06
769,7.010886292846408e-06
770,7.578610620839754e-06
771,1.0419727914268151e-05
772,1.536740455776453e-05
773,1.349842750641983e-05
774,1.0476764146005735e-05
775,9.418207810085732e-06
776,9.22071558306925e-06
777,1.0024326911661774e-05
778,1.048419017024571e-05
779,9.27764176594792e-06
780,7.130540780053707e-06
781,6.0595421018661e-06
782,5.895282356505049e-06
783,5.9672975112334825e-06
784,6.215970643097535e-06
785,7.6001820161764044e-06
786,1.1371836080797948e-05
787,1.4230779015633743e-05
788,1.4017186003911775e-05
789,1.160818192147417e-05
790,1.1250009265495464e-05
791,1.0022663445852231e-05
792,8.54866266308818e-06
793,7.532585186709184e-06
794,6.764396857761312e-06
795,6.411247795767849e-06
796,6.7529508669395e-06
797,7.998874934855849e-06
798,9.639556083129719e-06
799,1.0097848644363694e-05
