Output
2.25E-21
2.73E-06
-1.40E-04
-3.61E-04
-5.62E-04
-7.79E-04
-1.07E-03
-1.02E-03
-9.28E-04
-8.50E-04
-1.06E-03
-1.56E-03
-1.94E-03
-2.19E-03
-2.36E-03
-2.44E-03
-2.43E-03
-0.00233034
-0.00219397
-0.002440618
-0.003093779
-0.003699806
-0.004170061
-0.004652371
-0.005123694
-0.005406013
-0.005249976
-0.004843534
-0.004537866
-0.004271095
-0.003766348
-0.003455712
-0.003391946
-0.003535535
-0.0035635
-0.003404025
-0.002920105
-0.002336143
-0.0017603
-0.001138282
-0.000579678
-0.000253895
4.11E-05
0.000414674
0.001044742
0.00178294
0.002306084
0.002770059
0.002976111
0.003118836
0.003118094
0.003140044
0.003217424
0.003171952
0.003030094
0.002943582
0.002696828
0.002397023
0.002185386
0.001849313
0.001468943
0.00106661
0.000881232
0.000514099
7.31E-05
-0.000196471
-0.000336636
-0.000583264
-0.000950833
-0.000912423
-0.000697863
-0.000403922
-0.000159423
0.000265713
0.000551418
0.000926277
0.001555274
0.002089102
0.002476726
0.002458618
0.002114756
0.001919957
0.002067749
0.00229952
0.00231578
0.002284734
0.002369002
0.002660718
0.002958057
0.003093621
0.003050715
0.002779569
0.002462036
0.0022749
0.002115164
0.002029189
2.16E-03
2.30E-03
2.51E-03
0.002491894
0.002172554
0.001807908
0.001599681
0.001295064
0.001108424
0.000857565
0.000587542
0.000223278
0.000137837
0.000413495
0.001035419
0.001925721
0.003055047
0.004239123
0.005207664
0.00568137
0.005856726
0.00601453
0.006459433
0.006645711
0.006649508
0.006598791
0.006456299
0.006230242
0.005995077
0.005948247
0.005879189
0.005763669
5.30E-03
4.70E-03
4.28E-03
3.71E-03
3.24E-03
2.69E-03
2.15E-03
1.80E-03
1.68E-03
0.001493861
0.001052595
0.000415436
-0.000234814
-0.000566543
-0.000840622
-0.001160309
-0.001373547
-0.001462643
-0.001716522
-0.002069251
-0.002639261
-0.003473551
-0.004311073
-0.004910718
-0.005366094
-0.00567669
-0.005808177
-0.005647205
-0.005035421
-0.004156749
-0.003160284
-0.002100811
-0.001202411
-0.000467137
5.05E-04
1.51E-03
2.27E-03
0.002892977
0.003227172
0.003493655
0.004067322
0.004733642
0.005349034
0.005848944
0.006546443
0.007138314
0.007628363
0.007780333
0.007422684
0.006719292
0.005983973
0.005337723
0.004606612
0.003607726
0.002829981
0.002723808
0.002923368
0.002836711
0.002456513
0.002037164
0.001599973
0.001071607
0.00075575
0.000561142
0.000451166
0.000613544
0.001045288
0.001467032
0.001835079
0.001984771
0.001847204
0.001552893
0.001412442
0.001405276
0.001459128
1.50E-03
1.54E-03
1.44E-03
1.17E-03
7.65E-04
7.92E-05
-6.03E-04
-9.34E-04
-7.80E-04
-3.49E-04
-9.29E-06
0.000140541
3.78E-05
-0.000105316
-0.000279092
-0.000490651
-0.000525426
-0.00030174
-0.000122601
9.17E-06
0.000266645
0.000875597
0.001350361
0.001134069
0.001008809
0.001191548
0.001387972
0.001929327
0.002689933
0.002985166
0.003146105
0.003250807
0.00344595
0.003428391
0.003323466
0.003294072
0.003352745
0.003448124
3.70E-03
4.03E-03
0.00445741
0.004772491
0.004841342
0.004817484
0.004639288
0.004309214
0.003931628
0.00334251
0.002804803
0.002252174
0.001706864
0.00102069
0.000381878
-0.000263889
-0.00096596
-0.001495787
-0.001767375
-0.001838946
-0.001830291
-0.001918023
-0.002177456
-0.002393602
-0.002095416
-0.002018831
-0.002271639
-0.002527905
-0.002418977
-0.002086452
-0.001905014
-0.001736831
-0.001631678
-0.00159218
-0.001748349
-0.001969213
-0.00204712
-0.002069258
-0.002076088
-0.002031503
-0.00206549
-0.002091632
-0.002209988
-0.002366745
-0.00256827
-0.002677207
-0.002650938
-0.002771139
-0.003030331
-0.003251754
-0.003193103
-0.003017258
-0.002833342
-0.002666838
-0.002671363
-0.002872809
-0.002923011
-0.002606971
-0.002192041
-0.001813186
-0.001288397
-1.08E-03
-0.001079052
-0.000758744
-0.000180398
0.000349262
0.000777957
0.001048007
0.001218367
0.001448267
0.001500752
0.001406516
0.001400516
0.001749774
0.00223377
0.002310229
0.002061766
0.001656978
0.001117003
0.000326001
-0.000542831
-0.001476612
-0.002279942
-0.003030577
-0.00363789
-0.004505369
-0.005523278
-0.006219034
-0.006628588
-0.006713418
-0.006541773
-0.006026282
